μαρκακη-ευθαλία-φαρμακείο;055494096;3,60851702640
alex pak;094231385;4,20260214660
δευαη;090030037;70,7401356090
grand πιτσαρία;998864289;7,37105612100000050
3ix;3ix;9,89041709370
dia;998163111;11,4196361994000010
carfourre;999842977;11,2986188601000010
wash experts;998090095;22,0031526000000040
carfourre;999842977;20,0998799001000030
carfourre;999842977;5,18174243730
cosmote;094493766;15,8972777535000010
cosmote;094493766;31,8385618122000020
afisorama;036746575;33,00472890
παγκρήτια τράπεζα;096121548;176,157239715600040
lidl;093683423;20,4739334943000020
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
makro;094241249;73,25949658170
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
wash experts;998090095;22,0031526000000040
μιχελάκης κων/νος-ζαχαροπλαστείο μελύριτον;044102303;18,1526008950
χαλκιαδάκης σουπερμάρκετ;094113461;6,6999599667000010
αυγουστάκης ελευθέριος συνεργείο;059995785;151,02963944640
αυγουστάκης ελευθέριος συνεργείο;059995785;60,8937248205000050
praktiker;094317955;5,0607250980000010
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
γιανναρης-σουβλατζιδικο;110103699;12,1017339300000020
trusted-goods-ebay;trust-ds;24,54451672530
lidl;093683423;8,7572547348000020
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
τεχνοπολις;999981756;3,300472890
τεχνοπολις;999981756;11,0015763000000020
amazon;998770297;61,0037405835000040
grand πιτσαρία;998864289;6,600945780
μαρκακη-ευθαλία-φαρμακείο;055494096;5,0607250980000010
μινεττα ασφαλιστική;094040925;118,817024040000020
dia;998163111;6,9089899164000010
π.γ καγιάμης & σια ο.ε;081583144;1,89227112360000030
πλαισιο;094222211;20,8479870885000020
τεχνοπολις;999981756;7,7011034100000010
carfourre;999842977;89,607838963500010
γιώργος κορναράκης-ραπτομηχανές;027177420;2,200315260
praktiker;094317955;31,7395476255000060
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
παγκρήτια τράπεζα;096121548;176,157239715600040
ζαχαροπλαστείο-καλοκύρης σταύρος;063924248;20,3529161550
π.γ καγιάμης & σια ο.ε;081583144;5,19274401360000050
cosmote;094493766;15,5452273119000020
cosmote;094493766;31,8385618122000020
οτε;094019245;34,6549653450
ελτα;094026421;1,37519703750000020
eshop;099935390;190,27226210850
κουτουλακης εμμανουηλ-σουπερμαρκετ-αρχανες;110709950;5,5337928789000010
grand πιτσαρία;998864289;6,600945780
τεχνοπολις;999981756;7,7011034100000010
τεχνοπολις;999981756;3,85055170500000040
π.γ καγιάμης & σια ο.ε;081583144;7,9211349360
wash experts;998090095;22,0031526000000040
carfourre;999842977;15,20417844660
cosmote;094493766;15,5122225830
cosmote;094493766;31,8385618122000020
makro;094241249;17,602522080
βενζινάδικο μασαούτης;066382473;22,0031526000000040
δεη;090000045;94,613556180000020
κουμουλας αε βενζιναδικο;999678050;16,502364450
mr. print-ι.βασιλακης-π.κοτσαριδης ο.ε;998444105;7,7011034100000010
μπουλουκος super market μπουλουκακης ιωαννης αεε;999361358;2,31033102300000030
praktiker;094317955;66,6695523780
ζαχαροπλαστείο-καλοκύρης σταύρος;063924248;27,9440038020
θεατρική ομάδα οικ. επιμελ. αν. κρήτης;οεετακ-θ;8,801261040
praktiker;094317955;13,8619861380000020
δεη;090000045;33,00472890
σκουλουδης σνακ μπαρ;044810983;9,5713713810
alex pak;094231385;5,5777991841000010
wash experts;998090095;22,0031526000000040
παγκρήτια τράπεζα;096121548;176,157239715600040
houseland-εργαλεια;047622431;16,502364450
συγλέτος εμμ & ειρήνη σουπερμαρκετ;082410311;4,22460529920
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
κουτουλακης εμμανουηλ-σουπερμαρκετ-αρχανες;110709950;1,45220807160000030
τεχνοπολις;999981756;11,0015763000000020
wash experts;998090095;22,0031526000000040
makro;094241249;46,37164410450
cosmos center-κ. σκουτελης & σια ο.ε;998293741;3,57551229750
παγκρήτια τράπεζα;096121548;27,5039407499999980
ελτα;094026421;1,35319388489999980
carfourre;999842977;17,19546375690
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
cosmote;094493766;17,8225536060000030
συνεταιριστική ασφαλιστική αεεγα;094065956;317,3954762550
ουτοπία δ. τζανάκης & σια ο.ε;082283077;16,502364450
carfourre;999842977;9,5713713810
cosmote;094493766;28,42807315920
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
praktiker;094317955;26,39278154370
chinavasion whole sales site;chinavasi;50,1671879280000040
goodbudget-ebay seller;goodbudg;6,5789426274000010
sales d.e edwards ebay seller;salesf;48,78098931420
τεχνοπολις;999981756;3,300472890
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
carfourre;999842977;7,67910025740
οτε;094019245;68,209773060
παγκρήτια τράπεζα;096121548;177,125378430
lidl;093683423;22,6082392965000030
grand πιτσαρία;998864289;10,8915605370
carfourre;999842977;11,1115920630
haagen dazs ηρακλείου;998089766;11,8817024040000020
creperie haris;998784892;22,4432156520000030
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
praktiker;094317955;54,7878499740000040
cosmote;094493766;27,58095178410
cosmote;094493766;15,6552430749000010
ψιμοπουλάκης δημήτρης-τζάκια;045643707;220,031525999999990
carfourre;999842977;2,200315260
makro;094241249;122,86560411840
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
alex pak;094231385;5,55579603150
dia;998163111;3,93856431540000030
ελτα;094026421;1,32018915599999990
δεη;090000045;48,9570145350
praktiker;094317955;20,1108814764000030
μαρνελος-μοτο μοτο;038267535;16,502364450
praktiker;094317955;106,275227058000010
ψιμοπουλάκης δημήτρης-τζάκια;045643707;2200,315260
cosmos center-κ. σκουτελης & σια ο.ε;998293741;71,510245950000010
dia;998163111;12,81683638950
dia;998163111;3,46549653450000060
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
praktiker;094317955;89,772862608000010
παγκρήτια τράπεζα;096121548;176,1352365630
carfourre;999842977;27,60295493670
κρεωπολείο σταθμός-αφοι φορτετσανάκη οε;081181296;37,174326317700010
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
lidl;093683423;18,09759301350
makro;094241249;75,38280080760
dia;998163111;1,34219230860
lidl;093683423;8,66924212440
carfourre;999842977;18,8567017782000050
νικηφόρος μιχαήλ-ψιλικά;037789690;2,200315260
ψιμοπουλάκης δημήτρης-τζάκια;045643707;550,0788150
cosmote;094493766;27,5039407499999980
cosmote;094493766;16,22732504250
dia;998163111;4,23560687550
wash experts;998090095;22,0031526000000040
carfourre;999842977;16,502364450
carfourre;999842977;23,6533890450000040
κουμουλας αε βενζιναδικο;999678050;22,0031526000000040
κρητικός φούρνος αεβε;082462123;15,7322541090000010
3ix;3ix;13,7519703749999990
3ix;3ix;14,7971201235000010
2;332244551;4,400630520

